number,ground,lat,long,alt,pitch,roll,yaw,head,pixelx,pixely
0,0,37.2191148,127.1842641,197.664,0,0,0,0,0,0
490,7,37.21887132,127.1841393,205.3104553,0,0,0.5,-40.8,2949,2185
491,7,37.21885351,127.184094,204.3490601,0,0,0.8,-23.6,2953,1885
492,7,37.21890864,127.1841646,205.3750153,0,0,0.5,-54.9,2613,2173
493,7,37.21889712,127.1841127,204.3105316,0,0,0.4,-34.4,2625,1769
494,7,37.21889626,127.1841129,206.9046936,0,0,0.3,-34.3,2597,2817
495,8,37.21873091,127.1839778,204.3588867,0,0,1.2,-35.7,2477,1858
496,8,37.21878837,127.1839707,204.2269135,0,0,0.6,-51.8,2769,1757
497,8,37.21877729,127.1840205,204.3513336,0,0,0.4,-57.6,2653,1869
498,8,37.21873898,127.1839797,204.3264771,0,0,1,-39.5,2625,1821
499,8,37.21875186,127.1839515,204.0549316,0,0,0.6,-35.8,2709,1717
500,13,37.21871749,127.1838775,203.5534821,0,0,0.4,-33.2,2597,2117
502,13,37.21870139,127.1838332,202.8849487,0,0,2.2,-17,2717,1871
503,13,37.21871711,127.1838954,202.7467041,0,0,0.2,-38.2,2682,1866
504,13,37.21875131,127.1839373,202.7816315,0,0,-0.1,-61,2885,1879
505,13,37.2187793,127.1839058,202.9814301,0,0,-0.4,-61.1,2506,1935
506,12,37.21869374,127.1838293,203.6482086,0,0,0,-33.1,2544,1854
507,12,37.21871471,127.1838663,203.6213684,0,0,-0.6,-52,2699,1867
508,12,37.21867676,127.1838107,203.562088,0,0,0.4,-24.1,2559,1810
509,12,37.21868866,127.1837935,204.4365997,0,0,1.4,-27.6,3108,2071
510,12,37.2187123,127.1838466,204.3327179,0,0,0.3,-47.7,2751,2059
511,14,37.21868033,127.183785,201.654541,0,0,0.5,-42.9,2759,2387
512,14,37.21866419,127.1837532,201.6304932,0,0,1.3000001,-22.4,2421,2365
513,14,37.21861481,127.183844,201.3560181,0,0,-0.4,-39.1,2583,2158
514,14,37.21868833,127.1838835,200.5995178,0,0,-0.3,-63,2543,2048
515,14,37.21871009,127.1838466,200.5940857,0,0,0,-62.5,2340,1988
516,7,37.21890462,127.1841175,205.0509186,0,0,0.2,-42.5,2873,2109
517,7,37.21892651,127.1841486,204.8522644,0,0,-0.2,-63.2,3063,2077
518,7,37.21895346,127.1841683,205.5761719,0,0,-0.4,-75.3,2659,2366
519,7,37.21886354,127.1840926,205.5735626,0,0,0.7,-19.6,2600,2273
520,7,37.21884537,127.1840989,204.644165,0,0,0.8,-19.5,2611,1971
521,8,37.21880196,127.1840179,204.6535034,0,0,-1.1,-63.7,2655,2003
522,8,37.21875873,127.1839803,204.7391357,0,0,0,-43.7,2707,1985
523,8,37.2187525,127.1839462,204.5236664,0,0,0.1,-30.7,2549,1907
524,8,37.2187403,127.1839094,204.8750305,0,0,1,-15.3,2401,2045
525,8,37.21879332,127.1839416,204.7672424,0,0,0.1,-41.1,2581,2109
526,13,37.2187359,127.1838905,202.8847351,0,0,0,-40.2,2525,2104
527,13,37.21871267,127.1838552,202.9595032,0,0,0.5,-20.7,2403,2053
528,13,37.2187361,127.1839342,202.8727875,0,0,-0.1,-52.4,2679,2001
529,13,37.21876927,127.1839592,202.9272156,0,0,-1.2,-66.7,2577,2025
530,13,37.21866633,127.1838582,202.857605,0,0,0.2,-16.9,2528,2073
531,12,37.21873512,127.1838639,203.5306549,0,0,-0.6,-58.3,2629,1940
532,12,37.21867866,127.1838063,203.6385651,0,0,0.1,-24.2,2731,1931
533,12,37.21867009,127.1838591,203.616333,0,0,-0.90000004,-36.8,2666,1968
534,12,37.21870661,127.1838429,203.555191,0,0,-1.2,-42.6,2733,1923
535,14,37.21867295,127.1838147,200.4063721,0,0,-0.5,-42.9,2451,2021
536,14,37.21864258,127.1837701,200.4011536,0,0,-1.5,-25.2,2678,1996
537,14,37.21868446,127.1837904,200.3238068,0,0,-0.8,-40.9,2593,1965
538,14,37.21869062,127.1838567,200.1956024,0,0,-1.2,-59.8,2665,1973
539,14,37.21866718,127.1838381,200.2948608,0,0,-1.1,-47.6,2535,2003
