number,ground,lat,long,alt,pitch,roll,yaw,head,pixelx,pixely
0,0,37.21902528,127.1843596,198.11,0,0,0,0,,
614,7,37.21890941,127.1841513,205.9,0.3,0,-0.9,-39.3,,
615,7,37.21888893,127.1841017,205.9,0.4,0,3.3,-25.9,,
616,7,37.21889045,127.1840999,207.2,5.4,0,3.3,-26.3,,
617,7,37.21893569,127.1841763,207.2,5.3,0,7.6,-66,,
618,8,37.21880077,127.1839775,207.4,5.7,0,2.5,-47.6,,
619,8,37.21874233,127.1838998,206.3,1.7,0,19.2,-31.3,,
620,8,37.2187827,127.1839069,206.4,2,0,11.2,-31.4,,
621,8,37.21878613,127.1839062,208.6,11.5,0,11,-31,,
622,8,37.21884464,127.1839956,208.7,11,0,-4.6,-60.6,,
623,13,37.21876151,127.1838751,208,15.9,0,4.3,-40.3,,
624,13,37.21877994,127.1838925,208,16.6,0,8.4,-58.5,,
625,13,37.21878138,127.1838913,209.3,22,0,8.5,-58.6,,
626,13,37.2188051,127.1838858,209.2,28,0,-17.9,-40.1,,
627,13,37.21880087,127.1838775,209.2,29,0,-20.7,-31.1,,
628,12,37.21874886,127.1839151,209.3,14,0,-32.6,-33.1,,
629,12,37.21872371,127.1838592,209.2,14.2,0,-14,-32.9,,
630,12,37.21871051,127.1838382,207.8,9.3,0,-3.2,-32.7,,
631,12,37.21872121,127.1838283,207.8,10.1,0,-3,-32.7,,
632,12,37.21866247,127.1838763,207.8,6.7,0,-2.7,-32.5,,
633,14,37.21866308,127.1838752,207.8,16,0,-17.4,-32.6,,
634,14,37.2187277,127.1838038,205.7,17.8,0,-20.3,-33.1,,
635,14,37.21869922,127.1838024,204.5,10.6,0,-11.2,-32.9,,
636,14,37.21871456,127.1837911,204.5,12.3,0,-13.1,-32.7,,
637,17,37.21921561,127.1837816,210.3,14.5,0,-17.6,155.1,,
638,17,37.21917331,127.1837917,210.3,19.9,0,-16.9,142.7,,
639,17,37.2191787,127.18379,207.3,6.1,0,-16.3,142.5,,
640,17,37.21918669,127.1838066,207.3,6.1,0,-17.2,150.8,,
641,17,37.21917495,127.1838146,207.4,7.4,0,-17.7,149.1,,
642,18,37.21916061,127.1837803,207.3,24,0,-8.6,149.1,,
643,18,37.2191617,127.1837791,203.9,5.5,0,-8.9,149.2,,
644,18,37.21913677,127.1837296,203.8,4.8,0,-15.7,130.7,,
645,18,37.21917798,127.1836698,203.9,3.2,0,-12,130.8,,
646,18,37.21914255,127.1836394,203.8,3.4,0,-11.3,118.4,,
647,19,37.21912393,127.1836555,203.9,-14.1,0,-4,140.5,,
648,19,37.21912603,127.1836532,206.1,-5.9,0,-4.5,140,,
649,19,37.21910452,127.1836758,206.1,-7.6,0,-3.8,140.2,,
650,19,37.21909116,127.1836575,206.2,-6.6,0,-3.4,128.4,,
651,19,37.2191316,127.1836991,206.1,-6.6,0,-6.7,158.8,,
652,22,37.21910767,127.1836389,205.5,10.2,0,6.4,140.6,,
653,22,37.21907908,127.1836671,204.3,7.9,0,10.1,140.4,,
654,22,37.21908142,127.1836667,202.5,-1.1,0,9.8,140.5,,
655,22,37.21910655,127.1836424,202.6,-0.8,0,7.9,140.9,,
656,22,37.21910216,127.1836478,204.5,6.9,0,7,140.7,,
657,23,37.21905981,127.1835872,204.5,-7.3,0,0,140.8,,
658,23,37.21905245,127.1835932,204.6,-7.8,0,1,140.5,,
659,23,37.21905058,127.1835942,205.3,-4.2,0,0.9,140.4,,
660,23,37.21907212,127.1835725,205.3,-2.9,0,0.4,140.3,,
661,23,37.21907239,127.1835711,204,-7.7,0,0,140.3,,
