number,ground,lat,long,alt,pitch,roll,yaw,head,pixelx,pixely
0,0,37.2191148,127.1842641,197.664,0,0,0,0,0,0
540,7,37.21888577,127.1841465,205.5000916,0,0,-0.6,-43.2,2739,2209
541,7,37.21888496,127.1841464,205.4256439,0,0,0.3,-43.7,2710,2188
542,7,37.21888536,127.1841469,205.467926,0,0,0.1,-43,2690,2225
543,7,37.21888488,127.1841472,205.5500946,0,0,0.5,-42.3,2599,2254
544,7,37.21888462,127.184147,205.4750671,0,0,0.3,-42.3,2624,2229
546,7,37.21888508,127.1841479,205.3652039,0,0,0.1,-43.2,2669,2209
547,7,37.21888465,127.1841469,205.4612122,0,0,0.6,-43.3,2698,2242
548,7,37.21888522,127.1841475,205.5631561,0,0,-0.3,-42.1,2640,2229
549,7,37.21888566,127.1841475,205.4197998,0,0,0,-42,2644,2217
550,7,37.21888509,127.184147,205.5033569,0,0,1.6,-43.9,2644,2217
551,7,37.21888538,127.1841475,205.4731293,0,0,0.4,-42.9,2615,2229
552,7,37.21888532,127.1841469,205.454895,0,0,0.2,-42.9,2685,2225
553,7,37.21888538,127.1841479,205.5090332,0,0,0.90000004,-43.4,2624,2242
554,7,37.21888529,127.1841476,205.4130707,0,0,-0.1,-42.2,2632,2196
555,7,37.21888521,127.1841473,205.3047333,0,0,-0.1,-43,2665,2168
556,7,37.21888542,127.1841479,205.3572693,0,0,-0.1,-42.5,2640,2180
557,7,37.21888522,127.1841479,205.4485626,0,0,0.5,-43.2,2619,2196
558,7,37.21888575,127.1841476,205.3820801,0,0,0.90000004,-43.8,2636,2176
