number,ground,lat,long,alt,pitch,roll,yaw,head,pixelx,pixely
0,0,37.21903689,127.1843449,197.799,0,0,0,0,0,0
240,23,37.21905257,127.1835325,205.6151428,0,0,0.8,138.7,2573,2211
241,23,37.21902552,127.1835202,204.8069153,0,0,-0.2,128.8,2626,1986
242,23,37.21905661,127.1835555,204.8094788,0,0,-0.1,145.3,2625,1966
243,23,37.21905697,127.1835555,203.5302734,3,0,-0.5,145.1,2749,1859
244,23,37.21904059,127.1835363,203.5198212,6.1,0,8.3,127.4,2461,2082
245,22,37.21907564,127.1835743,203.5131073,-4.5,0,-3.2,141.4,2543,2089
246,22,37.21903846,127.1836174,202.7997589,-4.5,0,0,140.6,2284,2046
247,22,37.21907347,127.1836476,202.7033997,-5.2,0,-5.2000003,159.4,2621,1912
248,22,37.21904189,127.1835744,202.7134552,-1.8,0,5.5,122.9,2477,2189
249,22,37.2190379,127.1836017,201.5449371,-1.8,0,5.8,125.9,2569,1878
250,19,37.21907845,127.1836375,206.0345764,-0.2,0,-0.5,136.7,2555,1852
251,19,37.219056,127.1836624,205.906723,-0.3,0,-0.8,136.7,2429,1745
252,19,37.21908877,127.183705,206.0970154,-0.3,0,0.7,158.5,2515,1845
253,19,37.2190444,127.1836108,206.1638641,-0.2,0,0.6,117.4,2607,1975
254,19,37.21906488,127.1836255,206.0815735,-0.2,0,0.7,132,2234,1916
255,18,37.21916135,127.183718,203.7880249,-4.5,0,-8.400001,144,2863,2254
256,18,37.21912988,127.1837441,203.7672272,-6.4,0,-15.8,154.1,2471,2277
257,18,37.21913444,127.1836815,202.1331635,-2.9,0,-14.8,138.4,2658,1875
258,18,37.21911196,127.1836512,202.1221161,-2.9,0,-15,130.3,2433,1802
259,18,37.21910554,127.1836901,202.660202,-2.9,0,-22.300001,139.9,2695,2003
260,17,37.21915257,127.1837582,205.1919403,-2.9,0,-11.400001,142.1,2435,1747
261,17,37.21913332,127.1837743,207.0727539,-2.9,0,-10.900001,141.8,2159,2511
262,17,37.2191775,127.1838371,206.6403351,-2.9,0,-11.8,168.1,2796,2362
263,17,37.21915471,127.1837529,206.7653656,-5.4,0,-6.7000003,130.5,2911,2112
264,17,37.21913237,127.1837575,205.3366852,-1.6,0,-1,118.8,2747,1974
265,14,37.21867092,127.1837715,202.1320496,-5.6,0,-1.7,-41.6,2786,1989
266,14,37.21869606,127.1837667,202.1510468,-5.6,0,-1.2,-45.7,2567,2098
267,14,37.21867751,127.1837404,202.1615448,-5.6,0,-0.1,-28.9,2513,2085
268,14,37.21864549,127.1837574,200.7402344,2,0,-0.8,-29.1,2615,2177
270,14,37.21866178,127.1837962,200.7263184,0.2,0,-1.8000001,-45.7,2759,2032
272,12,37.21869458,127.1838008,204.0043182,0.2,0,-0.90000004,-31.6,2478,1973
273,12,37.21870749,127.1838253,203.934433,0.2,0,-1.3000001,-47.1,2797,1959
274,12,37.21872527,127.1838049,204.782608,-3.5,0,1,-48.5,2686,1990
275,12,37.21867432,127.1838848,204.792923,-3.5,0,0.7,-48,2471,1876
276,12,37.21864253,127.1838451,204.8128967,-3.5,0,3.1000001,-37,2549,1867
277,13,37.21867258,127.183897,204.625885,-3.5,0,0.8,-36.8,2744,2057
278,13,37.21871299,127.1838952,204.6089935,-3.5,0,0.3,-42.2,2558,2121
279,13,37.21874975,127.1839066,204.5483551,-7.9,0,-0.3,-54.5,2578,1784
280,13,37.21869504,127.1838494,204.5073853,-6.2,0,-2,-23.9,2583,1827
281,13,37.21871219,127.1838401,204.5702362,-6.2,0,-1,-26,2679,1929
282,13,37.21874568,127.1838212,204.6179962,-6.2,0,-0.5,-26.7,2622,2173
283,8,37.2187753,127.1839175,205.7212219,-6.2,0,0.2,-35.5,2645,1836
284,8,37.21877563,127.1839175,206.2892609,-6.2,0,0,-35.5,2626,2063
285,8,37.21875489,127.1839344,205.7591095,-6.2,0,0.8,-35.5,2614,1829
286,8,37.21877535,127.1839629,205.5387115,-6.2,0,0,-41.9,2114,1790
287,8,37.21875915,127.1839429,205.5492401,-6.2,0,0,-30.8,2071,1757
